natTi(d,x)48V					
 					
					
	fit	fit			
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
MeV	mb	mb	(MBq/uAh)	(uCi/uAh)	(MBq/uA)
29.9	124.24	6.46	2.31E+01	6.26E+02	2.31E+01
30.0	123.30	6.52	2.32E+01	6.28E+02	2.32E+01
30.1	122.38	6.47	2.33E+01	6.30E+02	2.33E+01
30.2	121.47	6.43	2.34E+01	6.32E+02	2.34E+01
30.3	120.57	6.38	2.35E+01	6.35E+02	2.35E+01
30.4	119.69	6.33	2.36E+01	6.37E+02	2.35E+01
30.5	118.82	6.29	2.36E+01	6.39E+02	2.36E+01
30.6	117.96	6.24	2.37E+01	6.41E+02	2.37E+01
30.7	117.12	6.20	2.38E+01	6.43E+02	2.38E+01
30.8	116.29	6.15	2.39E+01	6.45E+02	2.39E+01
30.9	115.48	6.11	2.40E+01	6.48E+02	2.39E+01
31.0	114.67	6.07	2.40E+01	6.50E+02	2.40E+01
31.1	113.88	6.02	2.41E+01	6.52E+02	2.41E+01
31.2	113.10	5.98	2.42E+01	6.54E+02	2.42E+01
31.3	112.33	5.94	2.43E+01	6.56E+02	2.42E+01
31.4	111.58	5.90	2.43E+01	6.58E+02	2.43E+01
31.5	110.83	5.86	2.44E+01	6.60E+02	2.44E+01
31.6	110.10	5.82	2.45E+01	6.62E+02	2.45E+01
31.7	109.38	5.79	2.46E+01	6.64E+02	2.46E+01
31.8	108.67	5.75	2.47E+01	6.66E+02	2.46E+01
31.9	107.97	5.71	2.47E+01	6.68E+02	2.47E+01
32.0	107.28	5.69	2.48E+01	6.70E+02	2.48E+01
32.1	106.60	5.65	2.49E+01	6.72E+02	2.49E+01
32.2	105.93	5.61	2.50E+01	6.74E+02	2.49E+01
32.3	105.27	5.58	2.50E+01	6.76E+02	2.50E+01
32.4	104.62	5.55	2.51E+01	6.78E+02	2.51E+01
32.5	103.98	5.51	2.52E+01	6.80E+02	2.52E+01
32.6	103.36	5.48	2.53E+01	6.82E+02	2.52E+01
32.7	102.73	5.44	2.53E+01	6.84E+02	2.53E+01
32.8	102.12	5.41	2.54E+01	6.86E+02	2.54E+01
32.9	101.52	5.38	2.55E+01	6.88E+02	2.54E+01
33.0	100.93	5.35	2.55E+01	6.90E+02	2.55E+01
33.1	100.34	5.32	2.56E+01	6.92E+02	2.56E+01
33.2	99.77	5.29	2.57E+01	6.94E+02	2.57E+01
33.3	99.20	5.26	2.58E+01	6.96E+02	2.57E+01
33.4	98.64	5.23	2.58E+01	6.98E+02	2.58E+01
33.5	98.09	5.20	2.59E+01	7.00E+02	2.59E+01
33.6	97.55	5.17	2.60E+01	7.02E+02	2.60E+01
33.7	97.01	5.14	2.61E+01	7.04E+02	2.60E+01
33.8	96.49	5.11	2.61E+01	7.06E+02	2.61E+01
33.9	95.97	5.09	2.62E+01	7.08E+02	2.62E+01
34.0	95.46	5.07	2.63E+01	7.10E+02	2.62E+01
34.1	94.95	5.04	2.63E+01	7.12E+02	2.63E+01
34.2	94.45	5.02	2.64E+01	7.14E+02	2.64E+01
34.3	93.96	4.99	2.65E+01	7.16E+02	2.65E+01
34.4	93.48	4.96	2.65E+01	7.18E+02	2.65E+01
34.5	93.00	4.94	2.66E+01	7.19E+02	2.66E+01
34.6	92.53	4.91	2.67E+01	7.21E+02	2.67E+01
34.7	92.06	4.89	2.68E+01	7.23E+02	2.67E+01
34.8	91.61	4.86	2.68E+01	7.25E+02	2.68E+01
34.9	91.15	4.84	2.69E+01	7.27E+02	2.69E+01
35.0	90.71	4.82	2.70E+01	7.29E+02	2.69E+01
35.1	90.27	4.79	2.70E+01	7.31E+02	2.70E+01
35.2	89.84	4.77	2.71E+01	7.32E+02	2.71E+01
35.3	89.41	4.75	2.72E+01	7.34E+02	2.71E+01
35.4	88.99	4.73	2.72E+01	7.36E+02	2.72E+01
35.5	88.57	4.70	2.73E+01	7.38E+02	2.73E+01
35.6	88.16	4.68	2.74E+01	7.40E+02	2.73E+01
35.7	87.75	4.66	2.74E+01	7.41E+02	2.74E+01
35.8	87.35	4.64	2.75E+01	7.43E+02	2.75E+01
35.9	86.96	4.62	2.76E+01	7.45E+02	2.75E+01
36.0	86.57	4.61	2.76E+01	7.47E+02	2.76E+01
36.1	86.19	4.59	2.77E+01	7.49E+02	2.77E+01
36.2	85.81	4.57	2.78E+01	7.50E+02	2.77E+01
36.3	85.43	4.55	2.78E+01	7.52E+02	2.78E+01
36.4	85.06	4.53	2.79E+01	7.54E+02	2.79E+01
36.5	84.69	4.51	2.80E+01	7.56E+02	2.79E+01
36.6	84.33	4.49	2.80E+01	7.57E+02	2.80E+01
36.7	83.98	4.48	2.81E+01	7.59E+02	2.81E+01
36.8	83.62	4.46	2.82E+01	7.61E+02	2.81E+01
36.9	83.27	4.44	2.82E+01	7.63E+02	2.82E+01
37.0	82.93	4.42	2.83E+01	7.64E+02	2.83E+01
37.1	82.59	4.40	2.84E+01	7.66E+02	2.83E+01
37.2	82.25	4.38	2.84E+01	7.68E+02	2.84E+01
37.3	81.92	4.37	2.85E+01	7.70E+02	2.85E+01
37.4	81.59	4.35	2.85E+01	7.71E+02	2.85E+01
37.5	81.27	4.33	2.86E+01	7.73E+02	2.86E+01
37.6	80.95	4.31	2.87E+01	7.75E+02	2.86E+01
37.7	80.63	4.30	2.87E+01	7.77E+02	2.87E+01
37.8	80.31	4.28	2.88E+01	7.78E+02	2.88E+01
37.9	80.00	4.26	2.89E+01	7.80E+02	2.88E+01
38.0	79.69	4.34	2.89E+01	7.82E+02	2.89E+01
38.1	79.39	4.33	2.90E+01	7.84E+02	2.90E+01
38.2	79.08	4.31	2.91E+01	7.85E+02	2.90E+01
38.3	78.78	4.29	2.91E+01	7.87E+02	2.91E+01
38.4	78.49	4.28	2.92E+01	7.89E+02	2.92E+01
38.5	78.19	4.26	2.92E+01	7.90E+02	2.92E+01
38.6	77.90	4.25	2.93E+01	7.92E+02	2.93E+01
38.7	77.61	4.23	2.94E+01	7.94E+02	2.93E+01
38.8	77.32	4.21	2.94E+01	7.96E+02	2.94E+01
38.9	77.04	4.20	2.95E+01	7.97E+02	2.95E+01
39.0	76.75	4.18	2.96E+01	7.99E+02	2.95E+01
39.1	76.47	4.17	2.96E+01	8.01E+02	2.96E+01
39.2	76.19	4.15	2.97E+01	8.02E+02	2.97E+01
39.3	75.91	4.14	2.98E+01	8.04E+02	2.97E+01
39.4	75.63	4.12	2.98E+01	8.06E+02	2.98E+01
39.5	75.36	4.11	2.99E+01	8.07E+02	2.99E+01
39.6	75.08	4.09	2.99E+01	8.09E+02	2.99E+01
39.7	74.81	4.08	3.00E+01	8.11E+02	3.00E+01
39.8	74.53	4.06	3.01E+01	8.13E+02	3.00E+01
39.9	74.26	4.05	3.01E+01	8.14E+02	3.01E+01
40.0	73.99	4.08	3.02E+01	8.16E+02	3.02E+01
40.1	73.72	4.07	3.03E+01	8.18E+02	3.02E+01
40.2	73.45	4.05	3.03E+01	8.19E+02	3.03E+01
40.3	73.17	4.04	3.04E+01	8.21E+02	3.04E+01
40.4	72.90	4.02	3.04E+01	8.23E+02	3.04E+01
40.5	72.63	4.01	3.05E+01	8.24E+02	3.05E+01
40.6	72.35	3.99	3.06E+01	8.26E+02	3.05E+01
40.7	72.08	3.98	3.06E+01	8.28E+02	3.06E+01
40.8	71.80	3.96	3.07E+01	8.30E+02	3.07E+01
40.9	71.52	3.95	3.08E+01	8.31E+02	3.07E+01
41.0	71.24	3.93	3.08E+01	8.33E+02	3.08E+01
41.1	70.95	3.92	3.09E+01	8.35E+02	3.09E+01
41.2	70.66	3.90	3.09E+01	8.36E+02	3.09E+01
41.3	70.37	3.88	3.10E+01	8.38E+02	3.10E+01
41.4	70.07	3.87	3.11E+01	8.40E+02	3.10E+01
41.5	69.77	3.85	3.11E+01	8.41E+02	3.11E+01
41.6	69.47	3.83	3.12E+01	8.43E+02	3.12E+01
41.7	69.16	3.82	3.13E+01	8.45E+02	3.12E+01
41.8	68.84	3.80	3.13E+01	8.46E+02	3.13E+01
41.9	68.52	3.78	3.14E+01	8.48E+02	3.13E+01
42.0	68.20	4.02	3.14E+01	8.50E+02	3.14E+01
42.1	67.86	4.00	3.15E+01	8.51E+02	3.15E+01
42.2	67.53	3.98	3.16E+01	8.53E+02	3.15E+01
42.3	67.18	3.96	3.16E+01	8.55E+02	3.16E+01
42.4	66.84	3.94	3.17E+01	8.56E+02	3.16E+01
42.5	66.49	3.92	3.17E+01	8.58E+02	3.17E+01
42.6	66.14	3.90	3.18E+01	8.59E+02	3.18E+01
42.7	65.79	3.88	3.19E+01	8.61E+02	3.18E+01
42.8	65.43	3.86	3.19E+01	8.63E+02	3.19E+01
42.9	65.08	3.84	3.20E+01	8.64E+02	3.19E+01
43.0	64.73	3.82	3.20E+01	8.66E+02	3.20E+01
43.1	64.38	3.80	3.21E+01	8.67E+02	3.21E+01
